letter,tags,headword,eng,rus,forms,variants
,"adj
прил.","баьна́ акко́р
bahˌna aˈkːor",innocent,невинный,,
,"v cls
гл. кл.","баьна́ бира́ра
bahˌna biˈrara",to accuse,обвинять,"~ барара
~ барив",
,"adj
прил.","баьна́ чев
bahˌna ˈtʃev",guilty,виновный,,
,"n
сущ.","баьнака́р
bahnaˈkar",culprit,виновник,баьнакарте,
,"conj
союз","баьна́л
bahˈnal",because,из-за,,
,"n
сущ.","ба́ьне
ˈbahne",info,информация,,
,"adv
нар.","ба́ьсар
ˈbahsar",initially,сперва,,
,"n
сущ.","баьу́тте
baˈhutːe",knowledge,знание,баьуттне,
,"adj
прил.","баьчи́
bahˈtʃi",champion,чемпион,баьчибе,
,"n
сущ.","бев
ˈbev",roar,рёв,,
,"n
сущ.","бе́вкьа
ˈbevkʼa",death,смерть,бевкьан-,
,"n pl
сущ. мн.","бевкьунде́
bevkʼunˈde",funeral,похороны,,
,"adj
прил.","бевкьу́с
bevˈkʼus",frail,хилый,,
,"n
сущ.","бевтту́ҡҡ
bevˈtːuqː",chubby,пухляш,бевттуҡҡе,
,"n
сущ.","бег
ˈbeg",lord,господин,бегме,
,"adj
прил.","бегу́р
beˈgur",previous,предыдущий,,
,"n
сущ.","бедра́
bedˈra",bucket,ведро,"бедран
бедруме",
,"n
сущ.","беж
ˈbeʒ",herd,стадо (крс),,
,"adj
прил.","бежи́
beˈʒi",pink,розовый,,
,"n
сущ.","бежлиъя́
beʒliˈʔæ",herdsman,скотовод (крс),бежлиъне,
,"n
сущ.","без
ˈbez",calico,бязь,,
,"v cls
гл. кл.","бези́ бирьо́ра
beˌzi birˈhora",to calm down,униматься,"~ биьора
~ биьяв",
,"cop cls
связ. кл.","бе́йкку
ˈbejkːu",there's no,нет,"бейккоде
бейккотте
бейккотта
бейччу",
,"n adj
сущ. прил.","бекь
ˈbekʼ",head,голова,бикье,
,"adj
прил.","бекь акко́р
ˌbekʼ aˈkːor",irrational,неразумный,,
,"v cls
гл. кл.","бекь бира́ра
ˌbekʼ biˈrara",to sort out,разбираться,"~ барара
~ барив",
,"v
гл.","бекь бурца́ра
ˌbekʼ burˈtsara",to mull,размышлять,"~ буцара
~ буцив",
,"v
гл.","бекь буцца́ра
ˌbekʼ buˈtsːara",to savvy,соображать,,
,"adj
прил.","бекь чев
ˈbekʼ ˌtʃev",reasonable,разумный,,
,"n
сущ.","бекьбя́ҡ
bekʼˈbæq",daredevil,сорвиголова,,
,"adj n
прил. сущ.","бекьи́л
beˈkʼil",main,главный,бекьилте,
,"adv
нар.","бе́кьле
ˈbekʼle",at all,совсем,,
,"adv
нар.","бе́кьуттел
ˈbekʼutːel",upside down,вверх ногами,,
,"cop adj cls
связ. прил. кл.","бел
ˈbel",still is,ещё есть,,
,"n
сущ.","белга́м
belˈgam",number,число,белгме,
,"n
сущ.","беле́са
beˈlesːa",twisted bracelet,крученый браслет,"белсан-
билсме",
,"conj
союз","бе́лки
ˈbelki",maybe,может быть,,
,"n
сущ.","белкьа́ла
belˈkʼala","infant
knot","младенец
узелок",белкьлуме,
,"v cls
гл. кл.","белкьа́ла бира́ра
belˌkʼala biˈrara",to swaddle,пеленать,"~ барара
~ барив",
,"n
сущ.","бе́лҡҡа
ˈbelqːa",satiety,сытость,белҡҡан-,
,"adv cls
нар. кл.","бе́лле
ˈbelle",until,пока,,
,"v cls
гл. кл.","белса́на
belˈsana",to send off,отправлять,"бесана
бесун",
,"v cls
гл. кл.","белҳо́на
belˈxona",to sow,сеять,"беҳона
беҳун",
,"n
сущ.","белца́кь
belˈtsakʼ",turban,"чалма, бандана",белцакье,
,"n
сущ.","белчьу́тте
belˈtʃʼutːe",education,образование,белчьуттне,
,"n
сущ.","бельо́ла
belˈhola",animal for slaughter,скотина на забой,бельле-,
,"n
сущ.","бент
ˈbent",building,здание,бентре,
,"adj
прил.","бера́
beˈra",brown,коричневый,,
,"v cls
гл. кл.","берга́ра
berˈgara",to leave,уходить,"бегара
бегур",
,"n
сущ.","бере́ғо
beˈreʁo",2 kilo volume,2 кг.,,
,"n
сущ.","бере́кка
beˈrekːa",bow,лук,"береккан-
бирккме",
,"n
сущ.","бере́тта
beˈretːa",axe,топор,"береттан-
бирттме",
,"n
сущ.","беркко́ла
berˈkːola",scroll,свиток,"берккле-
беркклуме",
,"v cls
гл. кл.","берҡа́ра
berˈqara",to complete,завершать,"беҡара
берҡив",
,"n
сущ.","бе́рта
ˈberta",scrambled eggs,яичница,бертне,
,"v cls
гл. кл.","берта́ра
berˈtara",to lay,прокладывать,"бетара
бетур",
,"adj cls
прил. кл.","берту́р
berˈtur",plump,упитанный,бертул,
,"adj
прил.","беру́ць
beˈrutsʼ",ochre,охра,,
,"n
сущ.","берцу́тте
berˈtsutːe",salvation,спасение,,
,"adj cls
прил. кл.","берчу́ж
berˈtʃuʒ",edible,съедобный,,
,"n cls
сущ. кл.","берша́
berˈʃa",traitor,предатель,бершабе,
,"adv
нар.","бе́рьил
ˈberhil",often,часто,,
,"adj
прил.","бес
ˈbes",stale,"залежалый, несвежий",,
,"n
сущ.","бета́ғ
beˈtaʁ",production,промысел,,
,"adv
нар.","бети́
beˈti",onward,далее,,
,"adj cls
прил. кл.","бетьи́ж
beˈtʼiʒ",boring,скучный,,
,"n
сущ.","бетьме́н
betʼˈmen",2 pounds,2 пуда,,
,"n
сущ.","бе́тьнаса
ˈbetʼnasa",pastime,досуг,,
,"n
сущ.","бе́тьре
ˈbetʼre",boredom,скука,,
,"n
сущ.","бетьу́
beˈtʼu",flour,мука,,
,"n
сущ.","бе́хах
ˈbeχːaχ",avail,"толк, польза",,
,"adj
прил.","бе́хах акко́р
ˈbeχːaχ aˈkːor",lackluster,бестолковый,,
,"adv
нар.","бе́ццат
ˈbetsːat",back and forth,туда-сюда,,
,"n
сущ.","бець
ˈbetsʼ",wolf,волк,"бецьи-
бицье",
,"n
сущ.","бе́ъе
ˈbeʔe",blood,кровь,беъел-,
,"cop cls
связ. кл.","би
ˈbi",is,есть,"бида
биде",
,"adj cls
прил. кл.","би
ˈbi",existing,"являющийся, имеющийся",,
,"v cls
гл. кл.","бивғя́ра
bivˈʁæra",to smash,раздавливать,"бявғяра
бявғив",
,"v cls
гл. кл.","бивза́ра
bivˈzara","to strew
to scurry","раскидывать
копошиться",бивзив,
,"v cls
гл. кл.","бивкка́ра
bivˈkːara",to harness,запрягать,"бавккара
бавччив",
,"v cls
гл. кл.","бивкьа́ра
bivˈkʼara",to perform,совершать,"бувкьара
бувчьив",
,"v cls
гл. кл.","бивхя́ра
bivˈχːæra",to shake up,трусить,"бявхяра
бявхив",
,"v cls
гл. кл.","бивҳа́ра
bivˈxara",to vanish,исчезать,"бевҳара
бевшив",
,"v cls
гл. кл.","бивцца́ра
bivˈtsːara",to darn,штопать,бивццив,
,"v cls
гл. кл.","бига́ра
biˈgara",to be needed,быть нужным,"багара
бажив",
,"adj cls
прил. кл.","биға́н
biˈʁan",due,положенное,биғул,
,"v cls
гл. кл.","биға́ра
biˈʁara",to reach,доходить,"беғара
беғив",
,"v cls
гл. кл.","биғиха́ра
biʁiˈχara",to deliver,доставлять,"беғихара
беғихив",
,"v cls
гл. кл.","биғя́ра
biˈʁæra",to get exhausted,истощаться,биғяв,
,"n
сущ.","биде́ҳ
biˈdex",property,имущество,,
,"adj cls
прил. кл.","биж беғи́в
ˌbiʒ beˈʁiv",kind-hearted,отзывчивый,биж беғил,
,"v cls
гл. кл.","биж биға́ра
ˌbiʒ biˈʁara",to be friendly,дружить,"~ беғара
~ беғив",
,"v cls
гл. кл.","биж бикьа́ра
ˌbiʒ biˈkʼara",to tuck,засовывать,"~ бекьара
~ бечьив",
,"v cls
гл. кл.","биж бирҳа́ра
ˌbiʒ birˈxara",to insert,вкладывать,"~ биҳара
~ бишив",
,"v cls
гл. кл.","биж бирцца́ра
ˌbiʒ birˈtsːara",to get stuck,застревать,"~ биццара
~ биццур",
,"v cls
гл. кл.","биж булҡа́на
ˌbiʒ bulˈqana",to rush,бросаться,"~ буҡана
~ буҡун",
,"v cls
гл. кл.","биж бурха́ра
ˌbiʒ burˈχara",to attend,посещать,"~ берхора
~ берхур",
,"v cls
гл. кл.","биж бурца́ра
ˌbiʒ burˈtsara",to bog,увязать,"~ буцара
~ буцив",
,"v cls
гл. кл.","биж бучча́ра
ˌbiʒ buˈtʃːara",to absorb,впитывать,"~ берччара
~ берччив",
,"v cls
гл. кл.","биж кабира́ра
ˌbiʒ kabiˈrara",to add in,вкладывать,"~ кабарара
~ кабарив",
,"v cls
гл. кл.","биж киҡьа́ра
ˌbiʒ kiˈqʼara",to pour in,всыпывать,"~ каҡьара
~ каҡьив",
,"v cls
гл. кл.","биж китьа́ра
ˌbiʒ kiˈtʼara",to pour in,вливать,"~ катьара
~ катьив",
,"v cls
гл. кл.","биж ьурға́ра
ˌbiʒ hurˈʁara",to drive in,загонять,"~ ьағара
~ ьағив",
,"n
сущ.","бижбижи́
biʒbiˈʒi",insect,насекомое,бижбижне,
,"n
сущ.","бижғвя́р
biʒˈʁʷær",burnt-on,пригар (о еде),,
,"n cls
сущ. кл.","биже́л
biˈʒel",acknowledgement,признание,,
,"cls prep
кл. предл.","биже́р
biˈʒer",inward,вовнутрь,,
,"v cls
гл. кл.","биже́р цабирьо́ра
biˌʒer tsabirˈhora",to traverse,обходить,"~ цабиьора
~ цабиьяв",
,"v cls
гл. кл.","биже́р ьабирьо́ра
biˌʒer habirˈhora",to dive,нырять,"~ ьабиьора
~ ьабиьяв",
,"v cls
гл. кл.","биже́р ьабурҡа́ра
biˌʒer habuˈqara",to immerse,погружать,"~ ьабяҡара
~ ьабяҡив",
,"n
сущ.","би́за
ˈbiza",aspen,осина,,
,"n
сущ.","бизи́
biˈzi",cat,"кот, кошка",бизне,
,"n
сущ.","бика́
biˈka",princess,принцесса,,
,"v cls
гл. кл.","бика́ра
biˈkara","to coat
to fool","мазать
дурачить","бакара
бачив",
,"v cls
гл. кл.","бика́ра
biˈkara",to lead,вести,"букара
бучив",
,"adv
нар.","бикка́н
biˈkːan",should,"следует, желательно",,
,"n
сущ.","бикка́н
biˈkːan",wish,желание,"бикканил-
дикканте",
,"adj cls
прил. кл.","бикка́н
biˈkːan",desired,желанный,биккул,
,"v cls
гл. кл.","бикка́ра
biˈkːara","to want
to attract","хотеть
привлекать",,
,"v cls
гл. кл.","би́ккул иҡа́ра
ˌbikːul iˈqara",to crave,сильно желать,"~ аҡара
~ аҡив",
,"v cls
гл. кл.","бикьа́ра
biˈkʼara",to grow,рости,"бакьара
бачьив",
,"v cls
гл. кл.","бикьа́ра
biˈkʼara",to thread,продевать,"бекьара
бечьив",
,"adj cls
прил. кл.","бикьо́н
biˈkʼon",so called,так называемый,бикьул,
,"v cls
гл. кл.","бикьо́ра
biˈkʼora","to mean
to speak","иметь ввиду
говорить",икьора,
,"v cls
гл. кл.","биҡа́ра
biˈqara",to go,идти,,
,"adj n cls
прил. сущ. кл.","биҡна́
biqˈna","old man
old","старик
старый",биҡнате,
,"v cls
гл. кл.","биҡна́ биға́ра
viqˌna viˈʁara",to age,стареть,"~ беғара
~ беғив",
,"n
сущ.","биҡнаде́ҳ
biqnaˈdex",old age,старость,,
,"v cls
гл. кл.","биҡҡа́ра
biˈqːara",to carry,нести,"буҡҡара
буҡҡив",
,"v cls
гл. кл.","биҡьа́ра
biˈqʼara",to hear,слышать,"баҡьара
баҡьив",
,"v cls
гл. кл.","биҡьиха́ра
biqʼiˈχara",to inform,доносить,"баҡьихара
баҡьихив",
,"n
сущ.","би́ҡьре
ˈbiqʼre",witness,свидетельство,биҡьунде,
,"v cls
гл. кл.","би́ҡьре кабирцца́ра
ˌbiqʼre kabirˈtsːara",to testify,свидетельствовать,"~ кабиццара
~ кабиццур",
,"adv cls
нар. кл.","бил
ˈbil",being,будучи,,
,"v cls
гл. кл.","билго́на
bilˈgona",to button up,застегивать,билгун,
,"n cls
сущ. кл.","билғо́на
bilˈʁona",to dry up,иссякать,"биғона
биғун",
,"n
сущ.","билекко́
bileˈkːo",lakia,лакия,,
,"n
сущ.","билзи́н
bilˈzin",petrol,бензин,,
,"v cls
гл. кл.","билҡьо́на
bilˈqʼona",to mature,зреть,"биҡьора
биҡьур",
,"intj
межд.","билла́ь
bilˈlah",by god,ей-богу,,
,"adv cls
нар. кл.","би́лле
ˈbille",while,в то время как,,
,"adj cls
прил. кл.","би́лле би
ˌbille ˈbi",all existing,все имеющийся,,
,"n
сущ.","билля́нт
bilˈlænt",diamond,алмаз,,
,"v cls
гл. кл.","билтьа́на
bilˈtʼana","to seize
to extract","заполучать
добывать","битьана
битьун",
,"adv cls
нар. кл.","би́лцци
ˈbiltsːi",there where,там где,,
,"v cls
гл. кл.","билъа́на
bilˈʔana",to steal,красть,"биъана
биъун",
,"n
сущ.","билъя́чч
bilˈʔætʃː",thief,вор,билъячче,
,"n
сущ.","бильа́ла
bilˈhala",bundle,сверток,бильлуме,
,"v cls
гл. кл.","бильа́на
bilˈhana",to tie,завязывать,"биьана
биьун",
,"n
сущ.","би́на
ˈbina",antiquity,древность,бинал-,
,"n
сущ.","бира́н
biˈran",work,дело,диранте,
,"v cls
гл. кл.","бира́ра
biˈrara","to do
to create","делать
создавать","барара
барив",
,"n
сущ.","бирга́д
birˈgad",crew,экипаж,биргаде,
,"v cls
гл. кл.","бирга́ра
birˈgara","to install
to inhabit","устанавливать
заводится","бигара
бижив",
,"v cls
гл. кл.","бирга́ра
birˈgara",to play,играть,биржив,
,"v cls
гл. кл.","бирға́ра
birˈʁara","to assemble
to gather","собрать
собирать",бирғив,
,"n
сущ.","бирза́н
birˈzan",rug,коврик,дирзанте,
,"v cls
гл. кл.","бирза́ра
birˈzara",to spread,расстеливать,"бизара
бизив",
,"n
сущ.","бири́мж
biˈrimʒ",rice,рис,,
,"v
гл.","бириха́ра
biriˈχara",to force,заставлять,"барихара
барихив",
,"v cls
гл. кл.","бирка́ра
birˈkara","to receive
to occur","получать
наступать","бикара
бичив",
,"n
сущ.","биркьа́м
birˈkʼam",limb,конечность,биркьме,
